prd_id,prd_key,prd_nm,prd_cost,prd_line,prd_start_dt,prd_end_dt
531,FR-PC-FROZ-EA,Frozen Berries - EA,74.91,M,2017-02-26,
532,SN-CH-MIXE-6PK,Mixed Nuts - 6PK,1.35,S,2015-07-09,
533,PR-PC-SPIN-XL,Spinach - XL,11.9,T,2022-01-15,2024-09-20
534,DA-GR-ALMO-250G,Almond Milk - 250G,3.59,T,2012-10-07,
535,HH-FO-DISH-1KG,Dish Liquid - 1KG,66.47,R,2018-05-18,
536,BV-CH-SPRI-2L,Spring Water - 2L,14.84,M,2012-04-27,2016-10-14
537,BK-CH-CROI-1L,Croissant - 1L,27.37,R,2012-05-06,2019-01-02
538,BV-CH-SPAR-2L,Sparkling Water - 2L,65.51,R,2025-01-05,
539,SN-FO-POTA-1KG,Potato Chips - 1KG,26.79,T,2023-01-12,
540,PR-DR-BANA-XL,Bananas - XL,19.57,R,2012-09-24,
541,BV-FO-ORAN-FAMILY,Orange Juice - FAMILY,65.22,M,2025-04-27,
542,FR-CL-ICEC-12PK,Ice Cream Tub - 12PK,36.9,M,2014-12-01,2019-07-11
543,PR-GR-BANA-1KG,Bananas - 1KG,40.46,T,2014-09-23,2017-05-21
544,BK-FO-BAGE-6PK,Bagels - 6PK,22.23,T,2012-07-29,2018-06-09
545,BV-GR-ENER-250G,Energy Drink - 250G,30.8,R,2022-03-02,
546,BV-CL-SPAR-12PK,Sparkling Water - 12PK,17.39,T,2023-07-11,
547,SN-GR-MIXE-12PK,Mixed Nuts - 12PK,38.25,T,2013-02-19,
548,HB-GR-HAND-EA,Hand Soap - EA,30.43,T,2016-01-15,
549,FR-PC-FROZ-1L,Frozen Peas - 1L,,S,2019-03-17,
550,PR-GR-POTA-1KG,Potatoes - 1KG,20.64,M,2013-01-10,
551,BV-DR-COLA-6PK,Cola - 6PK,34.05,M,2020-06-18,
552,DA-GR-SOUR-12PK,Sour Cream - 12PK,66.01,T,2016-09-02,
553,HH-CL-LAUN-6PK,Laundry Powder - 6PK,65.79,T,2019-11-09,
554,FR-GR-ICEC-EA,Ice Cream Tub - EA,36.6,T,2022-01-13,
555,FR-FO-FROZ-1L,Frozen Peas - 1L,54.21,M,2015-07-30,2016-12-01
556,PR-CL-TOMA-500G,Tomatoes - 500G,76.28,M,2018-04-12,2019-04-12
557,FR-GR-ICEC-1KG,Ice Cream Tub - 1KG,29.42,M,2014-04-12,
558,BV-GR-ORAN-2L,Orange Juice - 2L,61.36,T,2013-07-26,
559,HB-CL-TOOT-XL,Toothpaste - XL,22.11,R,2015-08-19,2021-03-14
560,BV-PC-GREE-6PK,Green Tea - 6PK,37.27,S,2022-06-03,
561,HB-FO-HAND-6PK,Hand Soap - 6PK,78.02,S,2024-08-14,
562,FR-PC-FROZ-2L,Frozen Chips - 2L,5.17,T,2016-08-03,
563,DA-FO-CREA-EA,Cream Cheese - EA,39.01,M,2014-10-28,
564,MT-DR-SAUS-250G,Sausages - 250G,63.76,M,2014-06-21,
565,FR-CH-ICEC-XL,Ice Cream Tub - XL,37.26,S,2012-07-09,2015-04-03
566,PR-PC-POTA-1L,Potatoes - 1L,,R,2022-01-11,2007-06-21
567,PR-CH-BROC-250G,Broccoli - 250G,68.82,S,2013-07-04,2017-01-19
568,PN-CL-BAKE-6PK,Baked Beans - 6PK,65.28,R,2013-08-21,2010-07-24
569,HB-GR-HAND-EA,Hand Soap - EA,44.78,M,2017-05-03,
570,FR-CL-FROZ-EA,Frozen Berries - EA,3.8,M,2016-05-22,
571,BK-CL-WHOL-250G,Wholemeal Bread - 250G,44.66,M,2023-03-30,
572,HH-CL-SURF-XL,Surface Spray - XL,0.65,T,2021-11-03,
573,PR-CH-BROC-12PK,Broccoli - 12PK,29.49,S,2023-04-21,2028-04-09
574,HB-GR-TOOT-XL,Toothpaste - XL,74.09,T,2016-10-08,
575,HB-DR-HAND-12PK,Hand Soap - 12PK,14.05,R,2014-02-23,
576,BV-CH-GREE-2L,Green Tea - 2L,55.5,M,2025-11-10,
577,PR-GR-BROC-6PK,Broccoli - 6PK,,T,2017-10-20,
578,BK-FO-BAGE-1L,Bagels - 1L,26.19,S,2013-03-29,
579,HH-CL-BINB-6PK,Bin Bags - 6PK,47.27,T,2015-01-11,
580,PN-PC-SUGA-6PK,Sugar - 6PK,78.99,R,2019-12-24,
581,FR-GR-FROZ-6PK,Frozen Peas - 6PK,45.32,S,2022-04-07,
582,BV-DR-GREE-6PK,Green Tea - 6PK,43.61,S,2018-06-13,2020-02-17
583,FR-GR-FISH-XL,Fish Fingers - XL,3.54,T,2019-01-29,
584,FR-CH-FROZ-500G,Frozen Pizza - 500G,8.85,R,2024-06-22,
585,SN-DR-COOK-1KG,Cookies - 1KG,27.52,R,2019-03-09,
586,BK-CH-BURG-1L,Burger Buns - 1L,27.89,S,2022-12-20,
587,PN-GR-SUGA-XL,Sugar - XL,26.32,M,2024-08-04,2028-10-31
588,DA-CL-MOZZ-1L,Mozzarella - 1L,8.43,T,2021-03-02,
589,BK-FO-CHOC-12PK,Chocolate Cake - 12PK,55.25,M,2022-06-08,
590,SN-DR-MUES-1KG,Muesli Bars - 1KG,16.74,T,2020-01-02,2021-08-17
591,PR-PC-BROC-500G,Broccoli - 500G,52.56,S,2023-01-08,2028-12-09
592,SN-CH-POPC-12PK,Popcorn - 12PK,20.77,S,2016-09-01,
593,SN-DR-CHOC-EA,Chocolate Bar - EA,36.61,M,2022-08-04,2008-10-25
594,PN-CH-OLIV-FAMILY,Olive Oil - FAMILY,1.39,T,2025-05-28,
595,PR-CL-BANA-1L,Bananas - 1L,44.85,T,2018-08-15,2022-09-16
596,BK-FO-CHOC-1L,Chocolate Cake - 1L,69.26,R,2022-01-04,
597,BV-FO-ORAN-1L,Orange Juice - 1L,21.37,S,2016-10-08,
598,SN-PC-POTA-EA,Potato Chips - EA,24.57,M,2024-11-28,
599,HH-CH-LAUN-12PK,Laundry Powder - 12PK,,T,2012-07-27,
600,BV-DR-SPAR-6PK,Sparkling Water - 6PK,20.8,T,2016-12-22,
601,FR-FO-ICEC-1KG,Ice Cream Tub - 1KG,66.4,T,2025-01-04,
602,MT-DR-BEEF-1L,Beef Mince - 1L,21.83,R,2018-07-19,
603,BK-PC-BAGE-XL,Bagels - XL,25.31,S,2020-12-29,
604,PN-CH-BAKE-2L,Baked Beans - 2L,4.04,S,2022-10-31,
605,PR-GR-TOMA-12PK,Tomatoes - 12PK,70.94,M,2024-10-05,
606,SN-CL-POPC-FAMILY,Popcorn - FAMILY,61.89,M,2017-08-26,
