sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
GO61511,SN-DR-POTA-EA,23050,20200322,20200323,20200403,1047.4,10,104.74
GO61512,HH-PC-TOIL-6PK,12675,20201003,20201009,20201016,124.98,3,41.66
GO61513,MT-PC-PORK-250G,27047,20211005,20211009,20211016,196.68,3,65.56
GO61514,FR-GR-FROZ-250G,12281,20240630,20240701,20240713,37.2,4,9.3
GO61515,HB-GR-TOOT-250G,22727,20210722,20210723,20210805,505.74,6,84.29
GO61516,HH-CL-BINB-6PK,15521,20210721,20210723,20210803,58.36,1,58.36
GO61517,FR-CH-FROZ-2L,21403,20240710,20240716,20240721,91.0,1,91.0
GO61518,DA-GR-CHED-12PK,19828,20240712,20240716,20240717,6.2,2,3.1
GO61519,PR-FO-AVOC-1L,17411,20240330,20240405,20240408,872.1,10,87.21
GO61520,DA-CL-MOZZ-1L,27075,20211222,20211228,20220102,152.52,12,12.71
GO61521,BK-FO-CHOC-12PK,25456,20240727,20240729,20240809,162.06,2,81.03
GO61522,SN-FO-POTA-1KG,11475,20200318,20200319,20200329,159.68,4,39.92
GO61523,PN-FO-SUGA-2L,13192,20220325,20220401,20220408,163.22,2,81.61
GO61524,FR-CH-FROZ-1L,13687,20250601,20250608,20250615,214.68,2,107.34
GO61525,BV-DR-SPRI-2L,19913,20200326,20200401,20200408,7.18,1,7.18
GO61526,BK-FO-WHIT-12PK,29422,20210407,20210410,20210413,27.63,1,27.63
GO61527,BK-FO-CHOC-12PK,27486,20241015,20241018,20241027,71.08,1,71.08
GO61528,DA-FO-WHOL-1L,13079,20240321,20240325,20240330,91.31,1,91.31
GO61529,FR-PC-FROZ-1L,27671,20251014,20251015,20251025,90.04,1,90.04
GO61530,DA-CH-GREE-2L,14646,20250525,20250529,20250531,96.7,1,96.7
GO61531,PR-FO-AVOC-1L,17861,20230605,20230610,20230618,193.52,2,96.76
GO61532,HB-CH-BODY-500G,14348,20241007,20241014,20241012,52.07,1,52.07
GO61533,PN-DR-TUNA-2L,28673,20201231,20210102,20210108,36.6,1,36.6
GO61534,DA-CL-MOZZ-6PK,23201,20230728,20230802,20230808,41.3,2,20.65
GO61535,BK-CL-BAGE-500G,11252,20200409,20200413,20200423,2.28,2,1.14
GO61536,HB-DR-SHAM-XL,12289,20240404,20240409,20240415,70.86,3,23.62
GO61537,HB-CL-NAPP-1L,17692,20231119,20231120,20231202,52.78,2,26.39
GO61538,HH-CH-PAPE-500G,12396,20200112,20200119,20200124,74.61,1,74.61
GO61539,BV-CL-SPRI-12PK,26438,20210320,20210325,20210327,56.02,2,28.01
GO61540,SN-GR-MIXE-12PK,20955,20210804,20210806,20210818,64.45,1,64.45
GO61541,FR-CH-FISH-2L,24063,20210711,20210712,20210720,182.52,3,60.84
GO61542,FR-DR-ICEC-1L,17881,20200416,20200418,20200425,46.44,1,46.44
GO61543,BV-GR-ORAN-2L,18134,20240419,20240423,20240502,241.59,3,80.53
GO61544,MT-CH-CHIC-250G,24940,20231002,20231006,20231008,117.24,1,117.24
GO61545,BV-PC-INST-1KG,28286,20211211,20211218,20211216,85.23,3,28.41
GO61546,BV-CH-SPAR-2L,11253,20250930,20251005,20251014,264.48,3,88.16
GO61547,PR-CL-ORAN-1KG,25441,20260420,20260422,20260501,508.9,5,101.78
GO61548,FR-DR-FROZ-2L,19138,20240226,20240304,20240311,270.4,5,54.08
GO61549,FR-PC-FROZ-2L,17347,20260501,20260507,20260507,50.82,6,8.47
GO61550,BK-CL-WHOL-250G,12852,20200823,20200827,20200830,64.7,1,64.7
GO61551,HH-DR-DISH-1L,27562,20250928,20251004,20251005,4.4,5,0.88
GO61552,BV-PC-SPAR-500G,13515,20240106,20240111,20240120,227.15,5,45.43
GO61553,HH-CL-BINB-6PK,16656,20240526,20240529,20240602,336.18,6,56.03
GO61554,HB-CL-NAPP-1L,23527,20250306,20250312,20250314,29.5,1,29.5
GO61555,BK-PC-WHOL-XL,14683,20251218,20251220,20251225,54.1,2,27.05
GO61556,BV-FO-SPRI-FAMILY,21028,20240307,20240311,20240315,38.51,1,38.51
GO61557,SN-GR-CHOC-2L,21868,20250901,20250906,20250910,101.08,2,50.54
GO61558,PN-GR-SUGA-XL,22890,20221223,20221230,20221228,79.76,2,39.88
GO61559,BK-CL-WHOL-250G,28205,20231130,20231207,20231211,146.34,2,73.17
GO61560,HH-FO-TOIL-XL,17820,20240414,20240418,20240419,210.7,2,105.35
GO61561,HB-CH-HAND-1KG,19648,20230915,20230919,20230920,92.65,5,18.53
GO61562,HH-CL-LAUN-EA,16969,20230627,20230704,20230706,265.65,3,88.55
GO61563,BV-CL-SPRI-12PK,28028,20210611,20210614,20210616,55.34,2,27.67
GO61564,BK-FO-BAGE-1L,18794,20220828,20220829,20220908,15.4,2,7.7
GO61565,DA-CH-WHOL-6PK,24924,20250612,20250613,20250623,216.68,4,54.17
GO61566,DA-CL-BUTT-XL,14899,20221004,20221009,20221016,230.1,3,76.7
GO61567,BV-PC-GREE-6PK,28047,20231122,20231124,20231204,202.3,2,101.15
GO61568,PR-CH-POTA-250G,16552,20250204,20250211,20250212,145.84,2,72.92
GO61569,PR-GR-BANA-1KG,19948,20220605,20220606,20220613,65.8,1,65.8
GO61570,BV-CL-SPRI-1KG,22021,20240408,20240409,20240416,49.12,2,24.56
GO61571,HB-GR-TOOT-250G,19706,20210110,20210117,20210119,73.15,1,73.15
GO61572,PN-FO-OLIV-XL,17239,20200923,20200925,20201004,74.22,1,74.22
GO61573,FR-CL-FROZ-EA,16686,20250416,20250422,20250426,340.05,5,68.01
GO61574,SN-CL-POPC-FAMILY,17408,20240202,20240204,20240207,92.1,1,92.1
GO61575,BK-CH-BAGE-XL,18009,20210401,20210404,20210408,108.25,5,21.65
GO61576,FR-FO-FROZ-1KG,26668,20250617,20250622,20250623,23.29,1,0.0
GO61577,FR-DR-ICEC-1L,27710,20260418,20260419,20260428,42.12,1,42.12
GO61578,BV-PC-COLA-1L,17430,20260221,20260223,20260306,13.84,1,13.84
GO61579,BV-CH-INST-FAMILY,27220,20240410,20240412,20240419,73.81,1,73.81
GO61580,HH-GR-LAUN-EA,17421,20200319,20200326,20200327,86.73,3,28.91
GO61581,MT-GR-LAMB-6PK,23234,20220513,20220515,20220523,16.87,1,16.87
GO61582,PR-CH-ORAN-500G,19209,20230512,20230518,20230519,73.15,1,73.15
GO61583,MT-CL-PRAW-250G,28056,20220223,20220228,20220306,220.1,2,110.05
GO61584,FR-GR-FROZ-250G,26900,20250223,20250226,20250305,16.25,1,16.25
GO61585,SN-GR-MIXE-12PK,28970,20210524,20210527,20210530,125.86,2,62.93
GO61586,PN-FO-SPAG-EA,29413,20230730,20230804,20230811,13.69,1,13.69
GO61587,BK-GR-BAGE-1L,19923,20230709,20230713,20230721,207.94,2,103.97
GO61588,MT-CL-BEEF-EA,27480,20210103,20210105,20210110,7.16,4,1.79
GO61589,FR-FO-FROZ-XL,18401,20240215,20240221,20240227,589.14,6,98.19
GO61590,BK-CL-WHOL-EA,22107,20200621,20200624,20200705,291.28,4,72.82
GO61591,BK-DR-BAGE-12PK,17382,20230526,20230530,20230604,37.53,3,12.51
GO61592,FR-GR-FROZ-6PK,25615,20230205,20230206,20230215,131.44,2,65.72
GO61593,BK-FO-CHOC-12PK,22376,20260526,20260530,20260605,148.6,2,74.3
GO61594,BV-CL-SPRI-6PK,14136,20230507,20230509,20230514,408.25,5,81.65
GO61595,SN-DR-MIXE-EA,28031,20221222,20221228,20230101,421.2,4,105.3
GO61596,PR-CL-TOMA-2L,20864,20230520,20230521,20230528,165.74,2,82.87
GO61597,PR-FO-SPIN-2L,12635,20250131,20250203,20250207,319.85,5,63.97
GO61598,MT-FO-LAMB-12PK,25881,20250104,20250105,20250109,132.99,3,44.33
GO61599,FR-CH-FROZ-1L,14088,20230622,20230624,20230703,599.2,5,119.84
GO61600,MT-CH-CHIC-EA,11468,20211001,20211002,20211009,229.68,4,57.42
GO61601,MT-CH-PRAW-EA,28724,20230825,20230826,20230831,492.72,4,123.18
GO61602,HH-PC-SURF-6PK,21207,20251225,20251229,20260104,182.64,3,60.88
GO61603,PR-GR-TOMA-12PK,18884,20200901,20200908,20200914,168.6,2,84.3
GO61604,BK-CL-CHOC-250G,19903,20241226,20241229,20241231,307.08,4,76.77
GO61605,HB-FO-NAPP-1KG,23061,20250502,20250508,20250513,8.38,1,8.38
GO61606,PN-CH-OLIV-FAMILY,22750,20230923,20230924,20231002,1.91,1,1.91
GO61607,FR-CL-FISH-6PK,18835,20260325,20260326,20260403,140.4,2,70.2
GO61608,PN-CL-BAKE-6PK,28719,20260120,20260125,20260125,105.38,1,105.38
GO61609,PR-CH-POTA-250G,17205,20210727,20210730,20210803,120.62,2,60.31
GO61610,DA-FO-CREA-12PK,15504,20220416,20220418,20220423,32.54,1,32.54
GO61611,MT-GR-BEEF-XL,12687,20230610,20230614,20230618,302.64,3,100.88
GO61612,BK-PC-BAGE-XL,22059,20220925,20220927,20221003,37.94,1,37.94
GO61613,SN-GR-POPC-2L,24555,20230415,20230418,20230429,338.68,4,84.67
GO61614,FR-PC-FROZ-EA,12642,20210613,20210617,20210624,1427.52,12,118.96
GO61615,FR-CH-FROZ-2L,12319,20200213,20200217,20200223,281.34,3,93.78
GO61616,DA-CH-GREE-2L,23469,20230615,20230622,20230620,359.7,5,71.94
GO61617,PN-CL-SPAG-1KG,27244,20220320,20220324,20220329,278.84,4,69.71
GO61618,DA-DR-MOZZ-2L,26820,20201013,20201016,20201024,36.13,1,36.13
GO61619,HB-CH-BODY-EA,24374,20200904,20200911,20200917,57.96,2,28.98
GO61620,BK-FO-CHOC-1L,23451,20260109,20260112,20260121,103.79,1,103.79
GO61621,BV-PC-SPAR-500G,27053,20231114,20231120,20231123,32.83,1,32.83
GO61622,HH-PC-BINB-1L,28045,20241112,20241114,20241121,94.72,1,94.72
GO61623,HB-GR-HAND-EA,18833,20250309,20250310,20250318,125.19,3,41.73
GO61624,MT-CH-PRAW-EA,24156,20210420,20210426,20210426,382.72,4,95.68
GO61625,SN-FO-POTA-1KG,20148,20200102,20200106,20200109,93.62,2,46.81
GO61626,HH-FO-TOIL-XL,16620,20260516,20260517,20260522,260.79,3,86.93
GO61627,SN-DR-CHOC-1KG,24849,20250626,20250701,20250703,194.85,3,64.95
GO61628,PR-FO-SPIN-2L,23570,20211224,20211229,20220105,351.1,5,70.22
GO61629,HB-CL-HAND-FAMILY,11854,20210506,20210509,20210511,7.86,1,7.86
GO61630,PR-FO-AVOC-EA,25850,20250613,20250617,20250627,113.14,2,56.57
GO61631,PR-CH-ORAN-1L,18842,20240822,20240827,20240902,28.34,1,28.34
GO61632,SN-DR-MIXE-EA,21304,20210111,20210113,20210120,338.43,3,112.81
GO61633,PR-CL-TOMA-250G,26709,20250322,20250327,20250329,24.22,2,12.11
GO61634,PR-CL-TOMA-500G,20436,20200101,20200106,20200107,1158.48,12,96.54
GO61635,SN-DR-MUES-2L,20068,20250528,20250604,20250606,176.52,2,88.26
GO61636,HH-DR-SURF-1KG,12444,20211207,20211211,20211217,51.36,1,51.36
GO61637,PR-PC-SPIN-XL,24947,20201016,20201023,20201029,19.55,1,19.55
GO61638,BK-CH-MUFF-500G,12883,20230214,20230220,20230221,134.32,4,33.58
GO61639,HH-CH-LAUN-12PK,19069,20240924,20240927,20241004,15.63,1,15.63
GO61640,PR-FO-LETT-XL,22074,20210623,20210625,20210702,26.56,1,26.56
GO61641,BV-PC-SPAR-6PK,22517,20240409,20240412,20240416,55.66,1,55.66
GO61642,HB-FO-HAND-6PK,19675,20221029,20221030,20221109,121.67,1,121.67
GO61643,FR-FO-FROZ-XL,14368,20200124,20200127,20200201,919.1,10,91.91
GO61644,SN-DR-MUES-2L,15184,20221108,20221113,20221115,1021.08,12,85.09
GO61645,HH-DR-SURF-1KG,25826,20231023,20231028,20231102,281.32,4,70.33
GO61646,PR-CH-POTA-250G,27289,20201229,20210102,20210104,126.56,2,63.28
GO61647,MT-CH-SAUS-1KG,27690,20200729,20200805,20200806,67.38,3,22.46
GO61648,FR-FO-FROZ-1L,15062,20260430,20260501,20260512,65.71,1,65.71
GO61649,PR-FO-SPIN-2L,22411,20210706,20210707,20210716,239.4,3,79.8
GO61650,HB-GR-PAIN-1KG,20240,20231204,20231211,20231210,80.83,1,80.83
GO61651,FR-CH-FISH-6PK,25741,20241119,20241120,20241128,314.25,3,104.75
GO61652,SN-CH-CRAC-FAMILY,26513,20231213,20231220,20231227,177.42,2,88.71
GO61653,HB-PC-BODY-EA,23039,20250130,20250204,20250206,200.52,2,100.26
GO61654,PN-GR-SUGA-XL,23713,20240110,20240115,20240119,36.21,1,36.21
GO61655,BK-PC-BAGE-XL,20840,20251123,20251130,20251202,33.98,1,33.98
GO61656,PR-PC-BROC-1L,17577,20241022,20241024,20241028,220.32,3,73.44
GO61657,HB-DR-HAND-12PK,11775,20211213,20211214,20211221,22.57,1,22.57
GO61658,FR-PC-FROZ-250G,27936,20200526,20200601,20200607,289.8,3,96.6
GO61659,HB-PC-BODY-250G,13085,20230724,20230725,20230803,55.18,1,55.18
GO61660,PR-GR-TOMA-1L,20730,20220503,20220508,20220516,228.46,2,114.23
GO61661,MT-CH-SAUS-1KG,19968,20200722,20200727,20200731,39.9,2,19.95
GO61662,BK-CH-WHIT-12PK,18392,20220831,20220904,20220905,42.9,1,42.9
GO61663,HH-CH-PAPE-500G,23178,20200814,20200820,20200822,277.26,3,92.42
GO61664,MT-CL-SALM-500G,25791,20210118,20210121,20210131,61.48,2,30.74
GO61665,MT-GR-BEEF-XL,24984,20250609,20250611,20250618,357.48,3,119.16
GO61666,HB-FO-BODY-12PK,15020,20210729,20210730,20210810,113.86,2,56.93
GO61667,BK-GR-BAGE-1L,26134,20220716,20220721,20220730,251.26,2,125.63
GO61668,HH-GR-LAUN-FAMILY,16588,20220424,20220427,20220507,103.59,1,0.0
GO61669,HB-GR-TOOT-250G,25389,20210707,20210711,20210714,298.95,5,59.79
GO61670,SN-DR-MUES-2L,14905,20200924,20200927,20200930,70.49,1,70.49
GO61671,BV-CL-SPAR-1L,11572,20240704,20240706,20240715,3.11,1,3.11
GO61672,DA-FO-CREA-EA,26342,20241017,20241023,20241031,616.68,12,51.39
GO61673,HH-CH-PAPE-6PK,26698,20200816,20200822,20200823,59.6,4,14.9
GO61674,DA-GR-SOUR-1KG,11773,20260429,20260501,20260513,73.66,1,73.66
GO61675,BK-CH-CROI-1L,21352,20230225,20230301,20230305,100.41,3,33.47
GO61676,BK-GR-BAGE-12PK,22203,20220818,20220819,20220825,88.31,1,88.31
GO61677,HB-FO-HAND-1L,27834,20201005,20201011,20201017,26.42,1,26.42
GO61678,BK-FO-WHIT-12PK,19710,20211210,20211211,20211224,349.44,12,29.12
GO61679,DA-GR-ALMO-250G,20343,20210917,20210924,20210927,19.24,4,4.81
GO61680,DA-CL-CREA-12PK,25283,20230829,20230903,20230904,59.45,5,11.89
GO61681,PR-GR-SPIN-2L,14416,20260414,20260420,20260425,69.68,1,69.68
GO61682,PN-PC-TUNA-FAMILY,23043,20230720,20230723,20230801,14.34,1,14.34
GO61683,SN-CH-CRAC-1L,17982,20240616,20240618,20240623,36.33,3,12.11
GO61684,HH-PC-LAUN-250G,28193,20210902,20210908,20210912,34.62,1,34.62
GO61685,HH-CL-SURF-FAMILY,11393,20200924,20200929,20200929,224.18,2,112.09
GO61686,MT-PC-PORK-2L,15865,20210714,20210716,20210726,62.02,2,31.01
GO61687,PN-PC-TUNA-12PK,13425,20200504,20200506,20200512,131.14,2,65.57
GO61688,BV-DR-SPAR-6PK,29039,20200623,20200624,20200706,35.48,1,35.48
GO61689,BK-FO-BAGE-1L,26764,20241125,20241201,20241208,30.59,1,30.59
GO61690,MT-CH-PRAW-EA,16612,20200521,20200526,20200601,192.06,2,96.03
GO61691,HH-FO-PAPE-250G,16539,20230602,20230604,20230608,37.0,1,37.0
GO61692,BV-DR-ENER-500G,17430,20220608,20220614,20220615,9.7,1,9.7
GO61693,FR-CL-FROZ-FAMILY,14347,20250318,20250324,20250401,83.05,1,83.05
GO61694,HH-CH-PAPE-6PK,25817,20230205,20230211,20230211,95.76,6,15.96
GO61695,DA-PC-CREA-6PK,16194,20250320,20250321,20250402,111.6,6,18.6
GO61696,DA-PC-MOZZ-XL,18272,20230604,20230608,20230616,,12,97.78
GO61697,HB-PC-SHAM-2L,21527,20221104,20221106,20221118,95.06,1,95.06
GO61698,BK-FO-BAGE-1L,25379,20200206,20200208,20200214,68.32,2,34.16
GO61699,BK-PC-BAGE-FAMILY,28759,20240709,20240716,20240723,16.6,2,8.3
GO61700,HB-CH-HAND-1KG,26330,20221010,20221013,20221020,27.26,2,13.63
GO61701,BV-CL-COLA-1L,12505,20230815,20230821,20230825,197.9,2,98.95
GO61702,BV-PC-INST-1KG,17887,20250408,20250415,20250417,95.46,3,31.82
GO61703,HB-CL-TOOT-XL,19930,20240111,20240116,20240120,32.4,1,32.4
GO61704,HH-FO-PAPE-250G,17685,20240404,20240410,20240412,145.24,4,36.31
GO61705,PR-FO-CARR-250G,13830,20260131,20260206,20260206,86.62,1,86.62
GO61706,MT-CH-SAUS-1KG,17798,20240112,20240117,20240118,20.39,1,20.39
GO61707,SN-CL-POTA-12PK,11664,20221227,20221228,20230102,109.9,2,54.95
GO61708,BV-CH-GREE-2L,18820,20210624,20210701,20210703,158.72,2,79.36
GO61709,HH-CH-TOIL-2L,13551,20210308,20210310,20210318,208.89,3,69.63
GO61710,BV-GR-SPRI-1L,28447,20241123,20241130,20241203,217.8,4,54.45
GO61711,DA-FO-SOUR-250G,13802,20231115,20231118,20231124,36.43,1,36.43
GO61712,PN-DR-BAKE-FAMILY,27489,20230821,20230825,20230827,79.61,1,79.61
GO61713,PR-FO-LETT-XL,18947,20220908,20220911,20220915,83.49,3,27.83
GO61714,PR-CL-SPIN-250G,17855,20201105,20201106,20201114,3.34,1,3.34
GO61715,HH-GR-LAUN-FAMILY,24121,20200111,20200117,20200120,318.63,3,106.21
GO61716,MT-CL-PRAW-250G,28559,20241102,20241107,20241109,196.88,2,98.44
GO61717,BK-PC-BAGE-FAMILY,28108,20210126,20210201,20210203,20.58,2,10.29
GO61718,PR-CH-POTA-250G,18535,20240920,20240923,20241002,60.83,1,60.83
GO61719,PN-CH-BAKE-2L,18477,20230420,20230421,20230501,75.54,6,12.59
GO61720,BV-DR-ENER-500G,17023,20200831,20200907,20200914,27.61,1,27.61
GO61721,PN-CL-BAKE-12PK,11122,20251002,20251004,20251016,516.12,4,129.03
GO61722,FR-CL-ICEC-500G,23463,20240922,20240927,20241003,183.99,3,61.33
GO61723,MT-PC-BEEF-1KG,28651,20221225,20221228,20230105,13.66,2,6.83
GO61724,HB-GR-PAIN-1KG,11387,20210428,20210501,20210507,129.24,2,64.62
GO61725,HH-CL-DISH-1KG,13599,20200923,20200928,20201002,162.68,2,81.34
GO61726,FR-CL-FISH-1KG,27884,20230507,20230513,20230518,88.68,4,22.17
GO61727,HH-DR-SURF-1KG,18734,20220618,20220622,20220702,52.01,1,52.01
GO61728,SN-CH-POPC-12PK,16475,20250330,20250331,20250412,27.01,1,27.01
GO61729,DA-PC-MOZZ-XL,24276,20210819,20210824,20210826,241.58,2,120.79
GO61730,BV-FO-SPRI-FAMILY,17806,20230623,20230624,20230706,172.08,6,28.68
GO61731,SN-PC-MIXE-FAMILY,15182,20200721,20200722,20200729,20.97,1,20.97
GO61732,HH-GR-PAPE-250G,12597,20220322,20220324,20220329,139.28,2,69.64
GO61733,PR-DR-SPIN-12PK,20717,20200218,20200223,20200226,27.93,1,27.93
GO61734,MT-CH-CHIC-250G,15255,20250331,20250404,20250412,460.88,4,115.22
GO61735,HB-DR-HAND-12PK,23179,20251104,20251109,20251110,20.83,1,20.83
GO61736,BV-FO-SPRI-6PK,23270,20240419,20240423,20240430,190.18,2,95.09
GO61737,HH-CH-TOIL-XL,20736,20210515,20210518,20210522,32.08,1,32.08
GO61738,PR-CL-TOMA-250G,13141,20230917,20230923,20230927,10.79,1,10.79
GO61739,SN-CH-POTA-1KG,11966,20210609,20210613,20210619,11.12,1,11.12
GO61740,BK-DR-BAGE-12PK,28675,20220816,20220819,20220822,29.08,2,14.54
GO61741,FR-DR-FROZ-2L,19804,20210928,20211005,20211006,802.8,10,80.28
GO61742,PR-CH-ORAN-1L,15478,20200108,20200110,20200118,32.52,1,32.52
GO61743,PN-DR-BASM-6PK,13241,20201102,20201109,20201116,347.92,4,86.98
GO61744,PR-GR-POTA-1KG,23338,20200430,20200504,20200509,96.0,3,32.0
GO61745,BV-FO-SPRI-6PK,11603,20240228,20240306,20240310,83.04,1,83.04
GO61746,PN-DR-SUGA-2L,19887,20251112,20251113,20251126,17.08,1,17.08
GO61747,BK-PC-WHOL-XL,28096,20220327,20220403,20220403,48.28,2,24.14
GO61748,BV-DR-SPRI-2L,25895,20241115,20241121,20241126,6.23,1,6.23
GO61749,FR-PC-FROZ-1L,25092,20231201,20231208,20231209,94.49,1,94.49
GO61750,FR-CH-FROZ-250G,25425,20220905,20220911,20220916,303.1,5,60.62
GO61751,BV-DR-ENER-500G,25230,20260527,20260603,20260602,277.08,12,23.09
GO61752,BK-PC-WHOL-XL,14563,20201126,20201128,20201208,41.68,2,20.84
GO61753,FR-GR-ICEC-1KG,15019,20240215,20240216,20240223,588.72,12,49.06
GO61754,PR-FO-SPIN-2L,21559,20260414,20260420,20260428,203.58,3,67.86
GO61755,HH-FO-PAPE-250G,24959,20230309,20230313,20230318,80.24,2,40.12
GO61756,PR-CL-TOMA-250G,25542,20200125,20200128,20200202,35.34,3,11.78
GO61757,HB-CH-BODY-500G,17555,20260316,20260322,20260323,63.4,1,63.4
GO61758,DA-GR-SOUR-1KG,23105,20241025,20241026,20241104,53.11,1,53.11
GO61759,MT-PC-BEEF-1KG,29252,20260403,20260404,20260414,8.29,1,8.29
GO61760,BV-DR-SPAR-1L,12969,20200924,20200926,20201007,379.86,3,126.62
GO61761,MT-DR-CHIC-XL,17221,20211115,20211120,20211127,100.68,1,100.68
GO61762,BV-CL-SPRI-12PK,21902,20200203,20200206,20200217,27.12,1,27.12
GO61763,FR-DR-FROZ-FAMILY,22381,20250711,20250715,20250723,787.2,10,78.72
GO61764,BV-CL-SPRI-FAMILY,19473,20230308,20230309,20230313,20.29,1,20.29
GO61765,PN-CL-BASM-1KG,28008,20220312,20220314,20220325,1287.6,12,107.3
GO61766,HB-GR-SHAM-12PK,24457,20250121,20250123,20250127,32.13,1,32.13
GO61767,BV-PC-SPAR-6PK,23760,20200304,20200308,20200311,166.23,3,55.41
GO61768,FR-GR-ICEC-250G,16720,20210426,20210502,20210505,3.22,2,1.61
GO61769,BV-FO-SPRI-6PK,28707,20231130,20231203,20231214,85.29,1,85.29
GO61770,DA-FO-WHOL-1L,22998,20210404,20210409,20210411,91.56,1,91.56
GO61771,BK-CH-BURG-1L,18674,20230822,20230824,20230831,270.9,6,45.15
GO61772,BK-CL-CHOC-250G,14793,20230320,20230323,20230402,105.62,1,105.62
GO61773,PN-GR-SUGA-XL,21345,20221012,20221018,20221025,68.86,2,34.43
GO61774,PN-GR-TOMA-FAMILY,29270,20201217,20201218,20201231,52.44,2,26.22
GO61775,BK-FO-BAGE-6PK,12207,20210423,20210426,20210502,84.63,3,28.21
GO61776,PR-CL-APPL-1KG,14993,20220416,20220423,20220428,213.68,2,106.84
GO61777,BK-FO-CHOC-12PK,25291,20240625,20240702,20240702,91.5,1,91.5
GO61778,DA-GR-SOUR-1KG,15014,20200916,20200922,20200929,75.44,1,75.44
GO61779,PR-DR-SPIN-12PK,20790,20250510,20250512,20250516,149.34,6,24.89
GO61780,HB-FO-TOOT-EA,23033,20250927,20250929,20251008,83.61,1,83.61
GO61781,BV-CL-ORAN-12PK,17335,20230930,20231007,20231013,56.27,1,56.27
GO61782,BV-GR-SPAR-XL,26702,20250817,20250819,20250822,279.28,4,69.82
GO61783,HB-DR-SHAM-XL,28868,20260528,20260601,20260605,28.62,1,28.62
GO61784,PN-FO-SPAG-1L,15349,20250424,20250430,20250506,26.8,1,26.8
GO61785,FR-CH-FROZ-1L,25317,20221023,20221027,20221101,117.53,1,117.53
GO61786,BV-FO-ORAN-FAMILY,27299,20210419,20210425,20210427,154.58,2,77.29
GO61787,DA-DR-SOUR-2L,17064,20250708,20250714,20250715,33.78,1,33.78
GO61788,PR-FO-CARR-250G,14577,20221115,20221116,20221121,68.54,1,68.54
GO61789,HH-CH-TOIL-XL,14952,20250406,20250408,20250412,101.16,3,33.72
GO61790,HB-DR-PAIN-2L,24231,20250318,20250324,20250328,118.72,2,59.36
GO61791,DA-CH-WHOL-FAMILY,27734,20201020,20201021,20201103,100.08,2,50.04
GO61792,FR-FO-FROZ-1KG,18308,20221122,20221127,20221203,46.02,2,23.01
GO61793,FR-GR-FISH-12PK,17365,20230228,20230307,20230312,111.38,2,55.69
GO61794,PN-FO-SPAG-1L,25266,20260328,20260330,20260406,142.38,6,23.73
GO61795,PR-PC-ORAN-XL,11893,20250218,20250222,20250227,382.68,3,127.56
GO61796,BK-GR-BAGE-12PK,18526,20251016,20251021,20251021,250.02,3,83.34
GO61797,DA-FO-GREE-XL,20880,20200514,20200520,20200522,110.1,3,36.7
GO61798,HB-GR-HAND-EA,23175,20230618,20230621,20230625,519.0,12,43.25
GO61799,SN-PC-POTA-EA,29345,20210924,20211001,20211005,39.42,1,39.42
GO61800,MT-GR-SALM-250G,23631,20250405,20250409,20250412,102.66,2,51.33
GO61801,SN-CH-COOK-250G,14535,20260327,20260329,20260405,22.98,6,3.83
GO61802,SN-FO-CHOC-XL,21418,20210909,20210912,20210916,304.3,5,60.86
GO61803,FR-PC-FROZ-1L,12153,20240604,20240607,20240613,312.69,3,104.23
GO61804,HH-FO-PAPE-250G,13138,20241026,20241028,20241031,205.44,6,34.24
GO61805,SN-CH-CHOC-1L,23790,20220627,20220628,20220709,215.73,3,71.91
GO61806,FR-CL-ICEC-500G,18812,20210604,20210610,20210616,115.5,2,57.75
GO61807,BK-PC-BAGE-1L,28365,20230819,20230825,20230827,208.7,2,104.35
GO61808,BV-CH-SPRI-2L,12991,20220921,20220923,20220929,96.25,5,19.25
GO61809,HH-CH-BINB-1KG,27248,20231019,20231023,20231025,11.77,1,11.77
GO61810,HB-CL-PAIN-FAMILY,17535,20200424,20200428,20200429,130.9,5,26.18
GO61811,MT-PC-SAUS-250G,28336,20200201,20200206,20200206,10.13,1,10.13
GO61812,BV-CH-SPRI-2L,25936,20201212,20201214,20201218,34.84,2,17.42
GO61813,HH-FO-PAPE-250G,15305,20241225,20250101,20250105,59.2,2,29.6
GO61814,DA-DR-MOZZ-1L,20456,20211229,20220104,20220106,106.2,3,35.4
GO61815,HH-CH-TOIL-12PK,16433,20260531,20260606,20260610,83.38,1,83.38
GO61816,FR-PC-FROZ-1L,20549,20230719,20230722,20230728,125.15,1,125.15
GO61817,HB-CL-NAPP-1L,15933,20250908,20250912,20250918,26.56,1,26.56
GO61818,BV-DR-SPRI-6PK,23064,20200114,20200115,20200123,39.2,4,9.8
GO61819,MT-DR-BEEF-1L,27941,20220208,20220210,20220219,67.88,2,33.94
GO61820,BV-CH-SPAR-2L,12164,20230528,20230531,20230605,229.32,3,76.44
GO61821,DA-CH-CREA-12PK,25284,20200829,20200830,20200911,7.91,1,7.91
GO61822,HH-CL-SURF-XL,22854,20201228,20201229,20210108,1.86,2,0.93
GO61823,BV-DR-ENER-500G,26655,20230311,20230313,20230325,36.9,2,18.45
GO61824,FR-CL-FROZ-FAMILY,25713,20200307,20200312,20200317,63.56,1,63.56
